name,tags,x,y,z,bas_demand
Junction-26304,,"354653.017107435036451","396575.261280722101219","26.592500000000001","0.090011"
Junction-1337,,"355665.795106624369510","398049.458278206118848","45.340000000000003","0.000000"
Junction-14269,,"354188.679107761010528","396996.237280034751166","17.765001000000002","0.000000"
Junction-36231,,"354852.281669712392613","398331.694590270402841","40.414999999999999","0.000000"
Junction-14336,,"354316.810107652097940","397424.812279313744511","17.402500000000000","0.427111"
Junction-778,,"355078.203419539029710","398499.901027472224087","28.400321999999999","0.179548"
Junction-455402,,"354188.119999997317791","396853.548000000417233","19.332500000000000","0.180561"
Junction-2435,,"356377.945106056635268","398929.250276700011455","38.210000000000001","0.000000"
Junction-527,,"354495.352107477199752","398281.389277865062468","41.932000000000002","0.000000"
Junction-14833,,"355382.800106816459447","398329.256277744774707","31.945000000000000","0.068869"
Junction-399,,"354130.413107787317131","397485.478279218485113","12.661667000000000","0.000000"
Junction-285,,"353479.270108275697567","397366.743279447546229","12.716457999999999","0.000000"
Junction-580,,"354713.819107349612750","397508.460279156104662","23.712502000000001","0.147519"
Junction-44267,,"354548.643107478972524","397376.964279378997162","21.776001000000001","0.098304"
Junction-50811,,"354782.266544758807868","398471.014777536096517","27.320000000000000","0.000000"
Junction-457437,,"353304.174000002443790","396649.199999999254942","16.394033000000000","0.000000"
Junction-15374,,"355813.173294016742148","398002.798465777887031","49.837499999999999","0.081434"
Junction-26431,,"355055.165107136708684","396624.536280622472987","27.740002000000000","0.011077"
Junction-28527,,"357013.452105639502406","397684.123278759245295","48.590000000000003","0.000000"
Junction-417,,"354168.401107712415978","398492.808277527568862","36.164999999999999","0.071845"
Junction-61316,,"354685.907552992284764","397261.331721089663915","22.565999999999999","0.048171"
Junction-29454,,"357966.696104986476712","396528.187280659098178","49.939999999999998","0.000000"
Junction-27714,,"356395.580106042441912","398908.016276729933452","38.395000000000003","0.000000"
Junction-1338,,"355641.068044141808059","398041.882528214773629","43.696666999999998","0.000000"
Junction-37110,,"356192.954106242861599","397876.440278474241495","79.591859999999997","0.035827"
Junction-44326,,"354724.205107295361813","398565.503777379228268","22.229997999999998","0.000000"
Junction-455802,,"356829.354000002145767","397833.342000000178814","74.877499999999998","0.330833"
Junction-455605,,"355713.501000002026558","396888.175000000745058","24.066666000000001","0.000000"
Junction-453317,,"354872.943000003695488","398295.892999999166932","41.100002000000003","0.000000"
Junction-44151,,"353417.669045821530744","397226.591279688815121","12.498888000000001","0.262913"
Junction-26275,,"354464.298107507871464","398162.868715566117316","39.789999999999999","0.000000"
Junction-477,,"354397.951170050655492","398302.393277834926266","42.746662000000001","0.000000"
Junction-15876,,"356153.151106219913345","399002.529276582878083","35.143337000000002","0.000000"
Junction-1155,,"355556.980606701923534","398017.478840761585161","38.200000000000003","0.031428"
Junction-44254,,"354535.374107519979589","396640.564280618214980","24.955715000000001","0.059280"
Junction-37283,,"356346.571481125429273","397815.693028564099222","92.959999999999994","0.070135"
Junction-36082,,"354271.433607699058484","397046.843654947180767","18.130001000000000","0.087923"
Junction-44243,,"354278.316607641521841","398255.113527916604653","39.984999999999999","0.066876"
Junction-36192,,"354584.863357417983934","398211.492027983244043","38.090000000000003","0.020920"
Junction-14028,,"352859.066108763683587","396656.150280664558522","13.629746000000001","0.000000"
Junction-26360,,"354691.298107324517332","398504.057277484214865","24.314999000000000","0.329345"
Junction-44330,,"354750.839107354171574","396855.114280247362331","23.187500000000000","0.035479"
Junction-475957,,"356814.870999999344349","397562.219999998807907","77.984999999999999","0.238889"
Junction-36561,,"355591.084856659057550","398404.469090112484992","37.436664999999998","0.066179"
Junction-517,,"354527.246107460581698","398154.683278080075979","39.052002000000002","0.000000"
Junction-14704,,"355138.416107062483206","396955.024280065961648","22.166665999999999","0.067224"
Junction-15373,,"355806.725544019427616","398001.094215778750367","49.370002999999997","0.043676"
Junction-14460,,"354680.137107389979064","397238.339279607636854","22.945000000000000","0.025193"
Junction-456269,,"355360.302106896124315","396998.281279983872082","28.096665999999999","0.058333"
Junction-591522,,"356423.883386917004827","397014.111259871977381","70.533330000000007","0.000000"
Junction-378,,"354228.879107786458917","395811.750282021937892","34.731437999999997","0.213974"
Junction-14169,,"353454.637108342838474","396255.893281314114574","29.674578000000000","0.211690"
Junction-58985,,"354120.504107792396098","397481.723279223835561","12.874001000000000","0.187809"
Junction-26210,,"354389.990107596502639","397448.192279274342582","20.103999999999999","0.000000"
Junction-590496,,"356169.521499998867512","398086.210312500596046","82.950000000000003","0.000000"
Junction-61171,,"352862.991672846372239","396661.243443292565644","13.603982000000000","0.000000"
Junction-55816,,"355735.384106552868616","398528.662277399562299","30.577501000000002","0.091847"
Junction-639,,"354853.905107266153209","397121.970279798260890","20.507500000000000","0.000000"
Junction-14446,,"354671.059107409848366","396912.860280152875930","23.183333999999999","0.065610"
Junction-14139,,"353428.216108316904865","397171.859279774304014","13.049308000000000","0.000000"
Junction-37923,,"357075.918105594580993","397606.025278883927967","46.520000000000003","0.034783"
Junction-26218,,"354350.318107615981717","397692.944278860115446","17.114000000000001","0.000000"
Junction-26481,,"355038.231919569429010","398434.175027586228680","33.490000000000002","0.061812"
Junction-37120,,"356227.525481168588158","398937.305339191108942","38.009999999999998","0.091277"
Junction-501,,"354568.676107485080138","396899.463280181458686","23.167142999999999","0.049785"
Junction-469,,"354322.020295107737184","398215.998465486569330","38.997500000000002","0.000000"
Junction-50665,,"353515.352108295541257","396202.918281400809065","30.908978000000001","0.128909"
Junction-26255,,"354430.058107569464482","397295.098279526166152","20.100000000000001","0.142676"
Junction-649,,"354985.384107135643717","397909.936278471664991","23.600000000000001","0.920939"
Junction-51150,,"355837.724106477806345","398428.843277557287365","42.173335999999999","0.019528"
Junction-14539,,"354899.215107234194875","397130.711279780196492","20.140000000000001","0.059375"
Junction-751,,"354974.342107125557959","398256.383277887245640","39.604999999999997","0.027598"
Junction-772,,"355040.836107072304003","398412.341277624713257","34.039999999999999","0.000000"
Junction-522,,"354501.503044979705010","398240.202277934644371","43.614998000000000","0.000000"
Junction-26536,,"355081.687107116624247","396629.215280612581410","27.466000000000001","0.000000"
Junction-58987,,"354127.973107760306448","398020.657278320461046","14.340000000000000","0.027947"
Junction-27071,,"355859.582418954523746","398644.338277197268326","37.350000000000001","0.026332"
Junction-44346,,"354881.908107192721218","398278.129277858301066","41.429996000000003","0.032346"
Junction-509,,"354500.238107509037945","397478.870279213704634","21.157499999999999","0.000000"
Junction-27709,,"356360.503793572250288","398877.211339282570407","39.213332999999999","0.000000"
Junction-45424,,"356501.040106001717504","398082.203278114437126","92.159999999999997","0.000000"
Junction-475075,,"354005.594999998749699","395562.754999998956919","40.565350000000002","0.000000"
Junction-36280,,"354924.855107213836163","397011.381279979425017","22.232498000000000","0.111248"
Junction-14138,,"353294.548420920618810","397120.208092366519850","13.500123000000000","0.058552"
Junction-469965,,"355183.319142653665040","396525.455261603638064","27.648285000000001","0.592245"
Junction-1557,,"355871.961106444650795","398681.589277134393342","38.829999999999998","0.040670"
Junction-37288,,"356335.672106130630709","397904.274278416007292","85.706665000000001","0.000000"
Junction-15632,,"356090.006106309301686","397952.985278345120605","76.489999999999995","0.000000"
Junction-754,,"354997.683107103686780","398316.072277786268387","37.449997000000003","0.089062"
Junction-576520,,"356333.509750001132488","398837.047937501221895","41.226664999999997","0.000000"
Junction-14289,,"354113.276107753859833","398478.826277553336695","35.490000000000002","0.035922"
Junction-15394,,"355840.944106474751607","398423.563277571287472","42.863329999999998","0.000000"
Junction-476160,,"355529.236500132479705","396746.336557355127297","26.049997000000001","0.000000"
Junction-51685,,"356706.667105868458748","397727.879278698062990","92.079993999999999","0.309406"
Junction-27702,,"356313.634106156998314","397790.708278610662092","90.280000000000001","0.000000"
Junction-58998,,"354371.356107582629193","397989.914278360374738","21.745999999999999","0.025984"
Junction-630,,"354887.580107245477848","396953.349280076159630","22.993331999999999","0.000000"
Junction-61163,,"355848.239329095988069","398308.712491673184559","57.077500000000001","0.000000"
Junction-44293,,"354673.262107418617234","396714.639280486560892","25.622000000000000","0.091847"
Junction-1546,,"355805.760106494883075","398538.333277377008926","33.689999999999998","0.000000"
Junction-26260,,"354556.027107479050756","397328.288279464701191","21.182858000000000","0.114382"
Junction-16634,,"356668.287105901457835","397559.440278983034659","95.846670000000003","0.215913"
Junction-476274,,"353838.590000003518071","395976.782999999821186","36.192180000000000","0.000000"
Junction-455319,,"355783.182759179791901","397072.358824917115271","34.000000000000000","0.000000"
Junction-44567,,"355484.540669264097232","397951.736090877500828","32.186664999999998","0.053140"
Junction-36172,,"354664.406107404734939","397197.490279679826926","23.842500000000001","0.020319"
Junction-27246,,"356082.921106302645057","398210.425277915725019","72.343329999999995","0.000000"
Junction-15884,,"356227.655106166203041","398985.856276607839391","37.585000000000001","0.000000"
Junction-475135,,"356818.170000001788139","397117.109000001102686","82.829993999999999","0.000000"
Junction-26156,,"354173.393107814830728","396082.493281575501896","30.234987000000000","0.000000"
Junction-475944,,"356643.287000000476837","397302.352000001817942","94.055000000000007","0.000000"
Junction-455280,,"355425.020000003278255","397080.002000000327826","34.055000000000000","0.000000"
Junction-56190,,"356489.144106007181108","398204.655277910700534","90.005004999999997","0.031523"
Sensor-4,test,"354501.420107531361282","397044.042279942077585","19.798890000000000","1.192746"
Junction-14328,,"354316.590107661788352","397234.822279632149730","17.649999999999999","0.000000"
Junction-36301,,"355017.156107094138861","398322.985277775616851","36.870002999999997","0.065958"
Junction-1803,,"356096.245106303831562","397979.626278301700950","77.819664000000003","0.055672"
Junction-1828,,"355969.371106361853890","398847.066276852798183","40.447499999999998","0.121439"
Junction-26221,,"354299.114920128369704","398209.583090493571945","38.183329999999998","0.103747"
Junction-36287,,"355068.103107116650790","396883.282280188112054","22.449998999999998","0.023674"
Junction-26433,,"355019.260107159265317","396693.356280509207863","28.338000999999998","0.092512"
Junction-14236,,"354131.324107801425271","397113.791279843891971","15.074999999999999","0.000000"
Junction-14538,,"354900.432107226399239","397124.282279790437315","20.224997999999999","0.020224"
Junction-51339,,"356157.734106260410044","397933.922278376761824","80.686670000000007","0.000000"
Junction-595,,"354621.025607382063754","398358.381215233122930","31.125000000000000","0.057729"
Junction-56103,,"356398.913106083928142","397995.593278260901570","84.825000000000003","0.150652"
Junction-744,,"354913.328107167617418","398366.138277707737871","37.825000000000003","0.022883"
Junction-51690,,"356753.420105825760402","397881.032278441125527","83.380004999999997","0.228257"
Junction-45268,,"356348.716043578460813","398979.643964113900438","36.049999999999997","0.043328"
Junction-14405,,"354569.908607428602409","398188.136903016769793","39.954006000000000","0.094252"
Junction-14307,,"354337.866107691777870","396041.667281630390789","29.218893000000001","0.206019"
Junction-36372,,"355125.719107002892997","398420.420277606113814","30.153334000000001","0.248861"
Junction-61176,,"355196.418729576864280","396633.392375072580762","27.633333000000000","0.000000"
Junction-36316,,"355077.692107039620169","398500.862277470179833","28.520000000000000","0.126250"
Junction-4900,,"357946.211105006397702","396431.084280821727589","50.484999999999999","0.200184"
Junction-476009,,"356683.755000002682209","397393.057000000088010","92.334999999999994","0.049074"
Junction-58964,,"353343.291108378383797","397278.991279598674737","12.048962000000000","0.494097"
Junction-59257,,"356158.210543748748023","398223.771840393485036","73.060485999999997","0.019654"
Junction-50843,,"355078.468357036355883","398500.041839974292088","28.359999999999999","0.000000"
Junction-36686,,"355698.533044094918296","398058.625528190052137","47.196666999999998","0.019749"
Junction-468583,,"355308.762999996542931","397133.252999998629093","43.570000000000000","0.000000"
Junction-50672,,"353564.235108204302378","397475.431279262760654","12.557373000000000","0.357767"
Junction-55551,,"353889.688107986177783","396988.005280067794956","16.802830000000000","0.000000"
Junction-55591,,"354442.243545007484499","398503.056839994911570","22.039999000000002","0.000000"
Junction-26259,,"354513.716107508400455","397272.575279558543116","20.981998000000001","0.000000"
Junction-370,,"353914.280357908050064","398267.029527913779020","11.000000000000000","0.028896"
Junction-36107,,"354287.940857631620020","398370.929027726524509","43.326664000000001","0.169800"
Junction-14320,,"354382.112107626278885","396932.009280137484893","20.792857999999999","0.000000"
Junction-55611,,"354865.047107278020121","396598.135280675662216","28.246002000000001","0.029561"
Junction-26163,,"354114.642107844585553","396346.221281135862228","29.505503000000001","0.000000"
Junction-37282,,"356350.987231127452105","397809.879403575905599","92.480000000000004","0.000000"
Junction-36113,,"354293.320107621431816","398450.940277590765618","39.497500000000002","0.000000"
Junction-36135,,"354424.767107558553107","397616.630278988392092","16.241112000000001","0.236359"
Junction-14488,,"354579.407107413397171","398306.728277818881907","32.730003000000004","0.075801"
Junction-475790,,"356741.446000002324581","397365.522999998123851","90.130004999999997","0.023727"
Junction-26429,,"355050.738107139011845","396620.318280627601780","28.022500999999998","0.019971"
Junction-26331,,"354661.757107396028005","397362.992279395635705","23.422498999999998","0.098873"
Junction-59075,,"355123.145607012847904","398238.884777907340322","32.329999999999998","0.000000"
Junction-475363,,"355053.929859785537701","397895.367332576483022","23.357502000000000","0.000000"
Junction-26368,,"354723.233919801423326","398564.852902384125628","22.213332999999999","0.000000"
Junction-50750,,"354558.595107432687655","398249.871277918922715","40.662500000000001","0.027250"
Junction-36804,,"355918.161106413928792","398496.834277439804282","40.974080000000001","0.032789"
Junction-44487,,"355383.511106818972621","398329.803277746774256","31.934999999999999","0.039404"
Junction-58995,,"354362.680107614316512","397444.642279278603382","19.021667000000001","0.236138"
Junction-476129,,"356781.501999996602535","397241.864999998419080","88.150000000000006","0.000000"
Junction-2079,,"356208.347106233472005","397820.350278566475026","79.130004999999997","0.124193"
Junction-51356,,"356227.139106164220721","398985.971276607015170","37.546664999999997","0.000000"
Junction-44203,,"354204.076795205241069","398047.067403273540549","15.262001000000000","0.000000"
Junction-14442,,"354576.258107481233310","396903.881280175468419","23.216667000000001","0.124193"
Junction-14523,,"354804.731107314000838","396805.490280331985559","24.188331999999999","0.077636"
Junction-46339,,"357953.676104991813190","396543.971280631492846","50.036667000000001","0.000000"
Junction-26110,,"353724.745108080795035","397530.219279164215550","12.426147000000000","0.033517"
Junction-45090,,"356106.920106266334187","398757.308277000789531","44.171996999999998","0.055577"
Junction-62423,,"352759.989147033076733","396528.238189444295131","16.139246000000000","0.000000"
Junction-29114,,"357500.133105321787298","396730.293280339217745","48.385820000000002","0.000000"
Junction-55763,,"355589.384794161363970","398412.247777596174274","37.164999999999999","0.035353"
Junction-475872,,"356802.961999997496605","397514.475999999791384","80.739999999999995","0.024421"
Junction-591519,,"356439.551247631723527","397008.442162862571422","68.939999999999998","0.000000"
Junction-473245,,"355863.903999999165535","397007.410999998508487","34.440002000000000","0.042014"
Junction-474699,,"353040.379000000655651","396550.995687499642372","18.230143000000002","0.000000"
Junction-26289,,"354475.525107487512287","398390.510277686174959","28.739999999999998","0.087321"
Junction-719,,"354914.560107225261163","397056.805279903113842","21.416665999999999","0.000000"
Junction-44422,,"355142.094044502824545","398248.099215396912768","32.107998000000002","0.000000"
Junction-26144,,"354008.862295346450992","398057.107215765747242","13.449999999999999","0.014211"
Junction-355,,"353911.412108001881279","396261.064281281724107","32.386474999999997","0.010729"
Junction-14505,,"354734.216107293148525","398440.561277589877136","27.945000000000000","0.505191"
Junction-475037,,"356648.127687498927116","398372.500124998390675","60.263644999999997","0.000000"
Junction-55930,,"355948.716106411186047","398036.740340714051854","68.450005000000004","0.084346"
Junction-554,,"354589.803107481915504","396712.322280496475287","25.357143000000001","0.080991"
Junction-44572,,"355467.894106755498797","398380.638277657795697","31.587502000000001","0.130301"
Junction-59354,,"356486.686106012086384","398026.513278205413371","93.530000000000001","0.027852"
Junction-26138,,"354015.040107916109264","396431.967280991841108","27.082314000000000","0.902083"
Junction-36294,,"354913.129482169169933","398366.793340206262656","37.780000000000001","0.000000"
Junction-44683,,"355743.390106611012015","397007.976279948081356","26.085000000000001","0.000000"
Junction-51086,,"355689.670106590259820","398414.713277586211916","40.146667000000001","0.000000"
Junction-38829,,"357979.988104975491296","396447.111280794546474","50.055000000000000","0.000000"
Junction-474906,,"356738.063000001013279","397525.447999998927116","88.729996000000000","0.000000"
Junction-27708,,"356289.165106127620675","398772.570276960090268","41.893337000000002","0.153975"
Junction-14392,,"354560.665107473498210","397299.970279511704575","21.081665000000001","0.000000"
Junction-1001,,"355349.003106844436843","398308.654277782421559","30.869999000000000","0.288897"
Junction-467028,,"352138.641000002622604","396368.346000000834465","14.865239000000001","0.182870"
Junction-468114,,"355367.429999999701977","397066.991000000387430","35.760002000000000","0.000000"
Junction-14326,,"354353.690107633592561","397109.882279837969691","19.153334000000001","0.000000"
Junction-50624,,"352911.961108725459781","396705.216280586086214","13.302792000000000","0.000000"
Junction-475239,,"356919.501999996602535","397456.708000000566244","71.239999999999995","0.000000"
Junction-50947,,"355397.134856814518571","398230.199152908462565","35.607135999999997","0.247436"
Junction-37479,,"356490.099106014240533","397976.878278288582806","95.062674999999999","0.000000"
Junction-59213,,"356056.439106337376870","398019.085278237878811","76.420000000000002","0.046810"
Junction-474898,,"356719.321000002324581","397455.333000000566244","90.209999999999994","0.000579"
Junction-37292,,"356320.008106130117085","398241.640277852420695","81.450000000000003","0.120711"
Junction-50679,,"353811.901108076563105","396249.970281304500531","31.620436000000002","0.000000"
Junction-455391,,"355890.035750001610722","398182.083062499761581","58.397669999999998","0.000000"
Junction-44289,,"354662.847107423993293","396784.818280370091088","24.810001000000000","0.033390"
Junction-15231,,"355593.667544178082608","398029.087278241058812","40.280000000000001","0.000000"
Junction-55556,,"353974.898107954766601","396295.190281224960927","31.199522000000002","0.000000"
Junction-472780,,"355771.450000002980232","396509.517999999225140","26.390000000000001","0.000000"
Junction-1563,,"355880.787106439238414","398598.172277274890803","37.396667000000001","0.000000"
Junction-14248,,"354058.012857813038863","398049.653028272790834","13.982500000000000","0.063204"
Junction-37116,,"356163.144043707638048","399068.802088969387114","34.234999999999999","0.066084"
Junction-452,,"354361.171107585891150","398036.072278283652849","23.802000000000000","0.034087"
Junction-519681,,"354870.692874997854233","396665.961874999105930","27.724997999999999","0.000000"
Junction-50996,,"355571.595481697062496","397963.464340852224268","35.989998000000000","0.018705"
Junction-50719,,"354283.485107627813704","398453.842277587566059","39.585430000000002","0.000000"
Junction-17784,,"357498.978105321642943","396730.272280335193500","48.383521999999999","0.000000"
Junction-59074,,"355083.874919542926364","398257.471715379506350","34.070999999999998","0.102133"
Junction-646,,"354800.664107271004468","397805.922278652898967","22.943335000000001","0.000000"
Junction-25940,,"352873.046108750451822","396652.556280675809830","13.861179000000000","0.155671"
Junction-471489,,"355324.660073068575002","396993.865998916036915","27.875000000000000","0.000000"
Junction-2418,,"356388.414106083684601","398062.045278153032996","83.150000000000006","0.051399"
Junction-26284,,"354442.401857506658416","398502.736402494367212","22.066666000000001","0.000000"
Junction-14483,,"354604.730357405263931","398133.170653109205887","36.085000000000001","0.000000"
Junction-26253,,"354471.460107547405642","397158.982279750984162","19.592499000000000","0.000000"
Junction-455861,,"353909.369000002741814","396447.734000001102686","26.953640000000000","0.464352"
Junction-973,,"355423.095106859691441","396715.905280455073807","22.789999999999999","0.000000"
Junction-14330,,"354398.556107596843503","397284.462279542291071","18.917500000000000","0.145683"
Junction-36975,,"355975.304106360883452","398722.535777056473307","45.476664999999997","0.086277"
Junction-2414,,"356351.135106113390066","398031.209278205467854","82.750000000000000","0.138499"
Junction-14318,,"354365.997107631876133","397026.218279979017098","20.523333000000001","0.501361"
Junction-475230,,"356874.107000000833068","397542.442999999970198","69.886664999999994","0.000000"
Junction-14363,,"354397.431482547835913","398302.146590338845272","42.695000000000000","0.000000"
Junction-27266,,"355959.077106374024879","398738.993714530020952","45.640000000000001","0.055007"
Junction-5135,,"357988.931104968709406","396538.532280640560202","49.647044999999999","0.000000"
Junction-55812,,"355677.466106613457669","398009.813278271351010","43.586669999999998","0.048867"
Junction-26273,,"354556.719107443350367","397981.509278367389925","32.127499999999998","0.744430"
Junction-471248,,"354461.467019994161092","398505.748285096720792","21.640000000000001","0.000000"
Junction-44949,,"355993.963793873030227","398231.521402881713584","68.349999999999994","0.209235"
Junction-448,,"354273.872107674949802","397595.008279032539576","13.827499000000000","0.255064"
Junction-2100,,"356225.489168700412847","398281.183902795077302","73.443340000000006","0.129953"
Junction-36155,,"354648.055107439926360","396602.626280681346543","25.836668000000000","0.024022"
Junction-28106,,"356769.077105819596909","397705.404278731730301","84.643330000000006","0.088714"
Junction-56192,,"356490.200668510398827","398063.314903143036645","92.603330000000000","0.042157"
Junction-26361,,"354684.314107331505511","398527.222277445427608","23.879999999999999","0.000000"
Junction-59430,,"356900.265105711470824","397976.294278272544034","58.259999999999998","0.106406"
Junction-1161,,"355517.784106732346117","398076.226278161979280","41.030000000000001","0.000000"
Junction-14366,,"354397.977920049510431","398302.292590337863658","42.743332000000002","0.000000"
Junction-55597,,"354692.333107381477021","397122.013279802631587","24.138334000000000","0.024497"
Junction-36227,,"354761.348107281199191","398244.771277917432599","39.895000000000003","0.044120"
Junction-15235,,"355763.023481549927965","397992.951028295559809","47.118774000000002","0.000000"
Junction-26169,,"354112.797107793914620","397543.209279120666906","12.457499500000001","0.160463"
Junction-36296,,"354953.681669636396691","398316.022902788012289","39.270000000000003","0.067002"
Junction-50701,,"354214.272107687080279","398282.163277873070911","38.609999999999999","0.107355"
Junction-16442,,"356478.684106023574714","397971.802278299815953","95.114999999999995","0.000000"
Junction-51075,,"355624.396981655154377","398037.260028228920419","42.594287999999999","0.000000"
Junction-469171,,"354122.551854934717994","396349.755518046149518","29.334246000000000","0.111596"
Junction-2076,,"356176.630106254189741","397869.601278479967732","78.709999999999994","0.081656"
Junction-26375,,"354796.111107328091748","396696.411280514614191","26.911999000000002","0.095423"
Junction-1352,,"355632.824106634070631","398355.969277693016920","43.353332999999999","0.058457"
Junction-2091,,"356170.997106243274175","398188.274277945456561","75.233339999999998","0.000000"
Junction-16177,,"356355.486106122843921","397812.916091068065725","92.603200000000001","0.000000"
Junction-56016,,"356236.722106213681400","397784.945278622908518","79.941659999999999","0.081339"
Junction-50938,,"355388.191106883925386","396770.439280365011655","23.550000000000001","0.066654"
Junction-15023,,"355510.770106740063056","398052.143278202449437","39.899999999999999","0.057887"
Junction-15204,,"355629.250106701278128","396870.783280183037277","24.873335000000001","0.000000"
Junction-50695,,"354076.082357786595821","398328.229902809951454","21.722500000000000","0.047000"
Junction-51344,,"356240.185106193064712","398199.230277926370036","76.906660000000002","0.058109"
Junction-27258,,"356056.141106309834868","398638.190277198154945","47.462497999999997","0.038233"
Junction-36090,,"354396.333107586717233","397430.523279297631234","20.199999999999999","0.250443"
Junction-14207,,"353700.207108106405940","397468.856279262225144","12.545157000000000","0.324408"
Junction-3339,,"356830.334105755086057","398125.723278023302555","64.969989999999996","0.171667"
Junction-50677,,"353845.041108063946012","395980.830281756876502","36.191997999999998","0.000000"
Junction-14439,,"354650.809107427601703","396848.240280265570618","24.149999999999999","0.064565"
Junction-16189,,"356344.308106077834964","398969.695276631682646","37.100000000000001","0.048994"
Junction-473766,,"353914.557999998331070","396459.592999998480082","26.685492000000000","0.000000"
Junction-27079,,"355915.664106407552026","398659.332277168636210","40.719999999999999","0.077731"
Junction-14226,,"353797.274108032463118","397379.261279412836302","12.433809999999999","0.000000"
Junction-59042,,"354782.126294761721510","398471.279965035326313","27.314999000000000","0.000000"
Junction-14632,,"355019.732107083196752","398469.050277529284358","31.574999999999999","0.000000"
Junction-471684,,"355744.095562502741814","397007.549437500536442","26.036667000000001","0.000000"
Junction-37289,,"356404.221106077777222","398014.345278227818199","84.292496000000000","0.208634"
Junction-61175,,"354913.940365396789275","397060.212584015389439","21.373335000000001","0.043075"
Junction-475004,,"356840.957999996840954","397146.028000000864267","82.576003999999998","0.000000"
Junction-50779,,"354806.861107269243803","397843.890278588223737","23.682500000000001","0.885587"
Junction-55673,,"355164.301106979022734","398364.838277696049772","29.137499999999999","0.000000"
Junction-44383,,"355077.459236728493124","398499.856589970062487","28.549997000000001","0.000000"
Junction-460184,,"356489.536062501370907","398184.781187500804663","90.590000000000003","0.000000"
Junction-45094,,"356227.579106168937869","398984.973276614735369","37.552500000000002","0.000000"
Junction-1819,,"356016.207106341025792","398595.699277270061430","47.536667000000001","0.000000"
Junction-26109,,"353719.423108087037690","397554.243279123969842","12.659611000000000","0.017914"
Junction-26104,,"353610.826108176261187","397283.353279579896480","14.779761000000001","0.000000"
Junction-55648,,"354958.359107126365416","398443.039277574862354","33.199997000000003","0.000000"
Junction-496,,"354517.459107523201965","396885.864280208130367","22.443999999999999","0.060767"
Junction-59005,,"354337.057170089567080","398414.337840148946270","37.930000000000000","0.170275"
Junction,,"355717.941106566751841","398428.578277566353790","38.640000000000001","0.115869"
Junction-26266,,"354566.007544959662482","397482.957529206527397","21.976664000000000","0.000000"
Junction-14309,,"354339.770107678021304","396467.830280921305530","30.419998000000000","0.000000"
Junction-299,,"353634.702108208613936","396206.989281388523523","31.469519999999999","0.205556"
Junction-4896,,"357952.146105000749230","396346.331280965066981","50.886670000000002","0.204836"
Junction-2117,,"356227.047106163692661","398986.227276609162800","37.504997000000003","0.000000"
Junction-474981,,"356804.057999998331070","397342.403000000864267","84.400000000000006","0.000000"
Junction-456144,,"355888.210124999284744","398183.079124998301268","58.333320000000001","0.000000"
Junction-59007,,"354419.385107602225617","396721.347280487592798","24.442501000000000","0.000000"
Junction-27932,,"356470.195106030092575","397975.350278297089972","95.710009999999997","0.040448"
Junction-56193,,"356490.063606012088712","398082.774965611111838","92.079999999999998","0.035353"
Junction-14486,,"354624.550232390000019","398200.130277997697704","36.941429999999997","0.366312"
Junction-44325,,"354723.306232298025861","398564.279652384284418","22.246666000000001","0.000000"
Junction-456558,,"353387.191116269794293","397249.881557049870025","12.344815000000001","0.000000"
Junction-45077,,"356113.163106297026388","397967.358278324361891","78.114999999999995","0.044721"
Junction-51077,,"355672.175106615293771","398025.654278242320288","44.363329999999998","0.038707"
Junction-414,,"354227.143295173824299","398379.579402713337913","41.768332999999998","0.000000"
Junction-45421,,"356494.788668501365464","398186.414777939498890","90.376670000000004","0.000000"
Junction-26332,,"354692.529107370064594","397421.646279302949551","23.445000000000000","0.000000"
Junction-55712,,"355293.219919385970570","398269.714777847169898","30.045000000000002","0.357292"
Junction-14622,,"354943.232107146643102","398312.421277792600449","39.710000000000001","0.063204"
Junction-36029,,"353620.885108211077750","396343.392281161039136","26.866589000000001","0.245486"
Junction-463,,"354298.152545132033993","398144.505278102355078","26.542500000000000","0.048297"
Junction-27933,,"356481.951106018037535","397979.985278280742932","94.760000000000005","0.000000"
Junction-455766,,"354360.144745950878132","395783.537232272210531","34.420444000000003","0.065394"
Junction-44280,,"354517.922107453050558","398452.977277576341294","25.546666999999999","0.332004"
Junction-15398,,"355858.447106455685571","398524.366277398250531","36.670000000000002","0.040322"
Junction-457166,,"355774.259000003337860","397077.629999998956919","33.820000000000000","0.000000"
Junction-15409,,"355799.048106500529684","398585.054277300601825","33.426003000000001","0.125111"
Junction-474951,,"353880.902999997138977","395524.585000000894070","40.326168000000003","0.000000"
Junction-26185,,"354143.468107732478529","398495.468277521431446","35.515999999999998","0.022883"
Junction-15251,,"355678.274106593918987","398400.120277617126703","41.246662000000001","0.000000"
Junction-475780,,"356570.873999997973442","397199.221999999135733","88.597449999999995","0.000000"
Junction-601,,"354685.910107322037220","398561.484277390060015","22.629999999999999","0.127073"
Junction-14285,,"354090.377420274075121","398317.019152824883349","21.863750000000000","0.053488"
Junction-36086,,"354246.520107717020437","397149.607279777759686","16.787500000000001","0.000000"
Junction-26451,,"354951.664107188524213","397140.258279762521852","20.460000000000001","0.039277"
Junction-590497,,"356285.602124996483326","398120.286874998360872","81.409999999999997","0.777820"
Junction-282,,"353458.368108289432712","397356.253279460943304","12.554987000000001","0.000000"
